subNum	BN	TN	TotalTrialNum	targetForce1	targetForce2	targetForce3	targetForce4	targetForce5	endForce1	endForce2	endForce3	endForce4	endForce5	endForcePurturbed1	endForcePurturbed2	endForcePurturbed3	endForcePurturbed4	endForcePurturbed5	purturbation1	purturbation2	purturbation3	purturbation4	purturbation5	forceGain	trialCorr	trialErrorType	num_targets
1	1	1	1	-2.0	-2.0	0.0	-2.0	-2.0	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	0.0	0.0	0.0	0.0	0.0	1.0	0	2	4
1	1	2	2	-2.0	-2.0	0.0	-2.0	-2.0	-4.056	-4.673	-2.611	-1.452	-2.025	-5.0	-3.886	-2.291	-1.208	-2.408	-0.94	0.79	0.32	0.24	-0.38	1.0	1	0	4
1	1	3	3	-2.0	-2.0	0.0	-2.0	-2.0	-1.075	-1.07	-0.826	-0.352	-0.729	-1.394	-0.54	-0.463	-0.113	-0.387	-0.32	0.53	0.36	0.24	0.34	1.0	1	0	4
1	1	4	4	-2.0	-2.0	0.0	-2.0	-2.0	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	0.0	0.0	0.0	0.0	0.0	1.0	0	2	4
1	1	5	5	-2.0	-2.0	0.0	-2.0	-2.0	-1.654	-2.745	-1.78	-0.903	-1.343	-1.272	-3.242	-1.403	-1.56	-1.138	0.38	-0.5	0.38	-0.66	0.21	1.0	1	0	4
1	1	6	6	-2.0	-2.0	0.0	-2.0	-2.0	-2.108	-2.402	-1.584	-1.082	-1.513	-1.309	-2.155	-1.262	-1.358	-1.326	0.8	0.25	0.32	-0.28	0.19	1.0	1	0	4
1	1	7	7	-2.0	-2.0	0.0	-2.0	-2.0	-1.727	-2.102	-1.512	-0.835	-1.497	-1.986	-1.654	-1.075	0.146	-1.435	-0.26	0.45	0.44	0.98	0.06	1.0	1	0	4
1	1	8	8	-2.0	-2.0	0.0	-2.0	-2.0	-1.909	-2.419	-1.792	-1.117	-1.285	-2.346	-2.379	-2.271	-2.463	-0.762	-0.44	0.04	-0.48	-1.35	0.52	1.0	1	0	4
1	1	9	9	-2.0	-2.0	0.0	-2.0	-2.0	-1.446	-1.753	-1.037	-0.819	-1.305	-1.321	-2.228	-0.75	-0.666	-1.61	0.12	-0.48	0.29	0.15	-0.31	1.0	1	0	4
1	1	10	10	-2.0	-2.0	0.0	-2.0	-2.0	-1.856	-2.07	-1.408	-1.046	-1.186	-2.029	-1.006	-1.352	-1.127	-0.624	-0.17	1.06	0.06	-0.08	0.56	1.0	1	0	4
1	1	11	11	-2.0	-2.0	0.0	-2.0	-2.0	-1.751	-1.82	-1.406	-1.299	-1.308	-1.822	-1.562	-1.627	-0.923	-0.662	-0.07	0.26	-0.22	0.38	0.65	1.0	1	0	4
1	1	12	12	-2.0	-2.0	0.0	-2.0	-2.0	-1.558	-2.781	-1.825	-0.926	-1.164	-1.681	-3.111	-1.7	-1.285	-0.912	-0.12	-0.33	0.12	-0.36	0.25	1.0	1	0	4
1	1	13	13	-2.0	-2.0	0.0	-2.0	-2.0	-2.051	-2.641	-1.84	-1.244	-1.287	-2.952	-2.666	-2.014	-0.706	-1.789	-0.9	-0.02	-0.17	0.54	-0.5	1.0	1	0	4
1	1	14	14	-2.0	-2.0	0.0	-2.0	-2.0	-1.946	-2.265	-1.254	-1.016	-1.054	-1.579	-2.218	-1.28	-0.795	-0.171	0.37	0.05	-0.03	0.22	0.88	1.0	1	0	4
1	1	15	15	-2.0	-2.0	0.0	-2.0	-2.0	-1.356	-1.982	-1.173	-0.784	-1.071	-1.608	-2.18	-1.121	-0.627	-1.139	-0.25	-0.2	0.05	0.16	-0.07	1.0	1	0	4
1	1	16	16	-2.0	-2.0	0.0	-2.0	-2.0	-1.462	-2.588	-2.226	-1.449	-1.454	-1.317	-3.373	-3.078	-1.476	-1.439	0.15	-0.79	-0.85	-0.03	0.01	1.0	1	0	4
1	1	17	17	-2.0	-2.0	0.0	-2.0	-2.0	-1.736	-3.005	-2.339	-1.534	-1.449	-1.049	-3.349	-2.703	-1.178	-1.726	0.69	-0.34	-0.36	0.36	-0.28	1.0	1	0	4
1	1	18	18	-2.0	-2.0	0.0	-2.0	-2.0	-1.992	-2.294	-1.542	-1.066	-1.157	-1.913	-2.516	-1.725	-0.868	-1.49	0.08	-0.22	-0.18	0.2	-0.33	1.0	1	0	4
1	1	19	19	-2.0	-2.0	0.0	-2.0	-2.0	-1.632	-1.977	-1.688	-1.29	-0.943	-2.43	-1.371	-2.002	-1.411	-1.162	-0.8	0.61	-0.31	-0.12	-0.22	1.0	1	0	4
1	1	20	20	-2.0	-2.0	0.0	-2.0	-2.0	-1.595	-2.568	-2.075	-1.276	-1.314	-2.07	-2.416	-1.791	-2.152	-0.968	-0.47	0.15	0.28	-0.88	0.35	1.0	1	0	4
1	1	21	21	-2.0	-2.0	0.0	-2.0	-2.0	-1.605	-2.707	-2.234	-1.597	-0.951	-0.996	-2.0	-1.911	-1.973	-1.296	0.61	0.71	0.32	-0.38	-0.35	1.0	1	0	4
1	1	22	22	-2.0	-2.0	0.0	-2.0	-2.0	-1.655	-2.114	-2.126	-1.485	-0.69	-1.451	-1.737	-3.044	-1.375	-1.189	0.2	0.38	-0.92	0.11	-0.5	1.0	1	0	4
1	1	23	23	-2.0	-2.0	0.0	-2.0	-2.0	-2.158	-1.685	-1.395	-1.655	-1.091	-2.364	-1.99	-1.284	-1.01	-0.972	-0.21	-0.3	0.11	0.64	0.12	1.0	1	0	4
1	1	24	24	-2.0	-2.0	0.0	-2.0	-2.0	-1.708	-2.206	-1.539	-1.152	-0.799	-0.853	-1.882	-1.992	-1.462	-1.233	0.86	0.32	-0.45	-0.31	-0.43	1.0	1	0	4
1	1	25	25	-2.0	-2.0	0.0	-2.0	-2.0	-1.345	-1.603	-1.988	-2.188	-1.484	-1.61	-2.021	-1.716	-1.941	-0.596	-0.27	-0.42	0.27	0.25	0.89	1.0	1	0	4
1	1	26	26	-2.0	-2.0	0.0	-2.0	-2.0	-1.626	-1.749	-1.974	-1.658	-1.17	-0.869	-1.516	-1.985	-1.854	-2.324	0.76	0.23	-0.01	-0.2	-1.15	1.0	1	0	4
1	1	27	27	-2.0	-2.0	0.0	-2.0	-2.0	-1.767	-2.392	-1.79	-1.434	-1.174	-2.323	-2.726	-2.284	-1.433	-0.902	-0.56	-0.33	-0.49	0.0	0.27	1.0	1	0	4
1	1	28	28	-2.0	-2.0	0.0	-2.0	-2.0	-1.606	-2.222	-1.511	-1.402	-1.337	-1.471	-2.85	-1.791	-1.701	-1.253	0.14	-0.63	-0.28	-0.3	0.08	1.0	1	0	4
1	1	29	29	-2.0	-2.0	0.0	-2.0	-2.0	-1.08	-1.792	-1.294	-0.894	-0.822	-1.569	-1.577	-1.611	-0.497	-0.435	-0.49	0.22	-0.32	0.4	0.39	1.0	1	0	4
1	1	30	30	-2.0	-2.0	0.0	-2.0	-2.0	-1.567	-1.652	-1.567	-1.946	-1.676	-1.432	-1.586	-2.066	-1.9	-2.461	0.14	0.07	-0.5	0.05	-0.78	1.0	1	0	4
1	2	1	31	-2.0	-2.0	-2.0	0.0	0.0	-2.802	-2.849	-3.015	-0.038	-0.043	-2.567	-1.473	-3.361	-0.615	-0.142	0.23	1.38	-0.35	-0.58	-0.1	1.0	1	0	3
1	2	2	32	-2.0	-2.0	-2.0	0.0	0.0	-2.051	-1.979	-2.816	-0.056	-0.007	-2.127	-2.325	-3.07	-0.156	0.632	-0.08	-0.35	-0.25	-0.1	0.64	1.0	1	0	3
1	2	3	33	-2.0	-2.0	-2.0	0.0	0.0	-1.829	-1.729	-2.238	0.01	-0.026	-1.447	-1.879	-2.572	-1.355	-0.942	0.38	-0.15	-0.33	-1.36	-0.92	1.0	1	0	3
1	2	4	34	-2.0	-2.0	-2.0	0.0	0.0	-1.629	-0.972	-2.068	-0.029	-0.05	-1.059	-1.139	-2.66	-0.37	0.3	0.57	-0.17	-0.59	-0.34	0.35	1.0	1	0	3
1	2	5	35	-2.0	-2.0	-2.0	0.0	0.0	-2.081	-2.799	-1.967	0.0	-0.028	-2.48	-3.294	-2.627	0.171	0.9	-0.4	-0.5	-0.66	0.17	0.93	1.0	1	0	3
1	2	6	36	-2.0	-2.0	-2.0	0.0	0.0	-1.568	-2.664	-1.416	-0.032	-0.134	-2.462	-2.812	-0.548	0.388	-0.071	-0.89	-0.15	0.87	0.42	0.06	1.0	1	0	3
1	2	7	37	-2.0	-2.0	-2.0	0.0	0.0	-1.929	-1.284	-2.692	-0.182	-0.149	-2.095	-1.815	-2.089	-0.747	0.046	-0.17	-0.53	0.6	-0.56	0.2	1.0	1	0	3
1	2	8	38	-2.0	-2.0	-2.0	0.0	0.0	-1.594	-1.191	-2.872	-0.0	-0.081	-2.226	-0.9	-2.872	-0.135	0.026	-0.63	0.29	0.0	-0.14	0.11	1.0	1	0	3
1	2	9	39	-2.0	-2.0	-2.0	0.0	0.0	-2.115	-1.971	-2.069	-0.088	-0.115	-2.222	-1.645	-1.921	-0.108	-0.488	-0.11	0.33	0.15	-0.02	-0.37	1.0	1	0	3
1	2	10	40	-2.0	-2.0	-2.0	0.0	0.0	-1.967	-1.543	-2.789	-0.048	-0.055	-1.953	-1.351	-2.539	-0.687	0.616	0.01	0.19	0.25	-0.64	0.67	1.0	1	0	3
1	2	11	41	-2.0	-2.0	-2.0	0.0	0.0	-1.214	-0.99	-1.506	-0.044	-0.1	-1.048	-0.275	-1.817	0.68	-0.523	0.17	0.72	-0.31	0.72	-0.42	1.0	1	0	3
1	2	12	42	-2.0	-2.0	-2.0	0.0	0.0	-1.683	-1.829	-2.33	-0.097	-0.087	-2.058	-1.6	-2.778	-0.634	-0.545	-0.37	0.23	-0.45	-0.54	-0.46	1.0	1	0	3
1	2	13	43	-2.0	-2.0	-2.0	0.0	0.0	-1.788	-1.465	-2.341	-0.009	-0.102	-1.471	-1.285	-2.548	0.409	1.038	0.32	0.18	-0.21	0.42	1.14	1.0	1	0	3
1	2	14	44	-2.0	-2.0	-2.0	0.0	0.0	-1.985	-1.744	-2.35	-0.089	-0.091	-1.838	-1.313	-2.793	-0.155	-0.267	0.15	0.43	-0.44	-0.07	-0.18	1.0	1	0	3
1	2	15	45	-2.0	-2.0	-2.0	0.0	0.0	-1.71	-1.709	-1.954	-0.075	-0.086	-1.59	-1.082	-2.504	0.247	-1.655	0.12	0.63	-0.55	0.32	-1.57	1.0	1	0	3
1	2	16	46	-2.0	-2.0	-2.0	0.0	0.0	-2.24	-2.438	-2.954	-0.113	-0.052	-2.354	-2.116	-3.096	-0.41	-0.855	-0.11	0.32	-0.14	-0.3	-0.8	1.0	1	0	3
1	2	17	47	-2.0	-2.0	-2.0	0.0	0.0	-2.134	-1.796	-2.54	-0.24	-0.089	-1.954	-1.349	-3.066	0.039	0.413	0.18	0.45	-0.53	0.28	0.5	1.0	1	0	3
1	2	18	48	-2.0	-2.0	-2.0	0.0	0.0	-2.392	-2.378	-2.369	-0.105	-0.062	-2.533	-2.985	-2.268	-0.24	-0.296	-0.14	-0.61	0.1	-0.14	-0.23	1.0	1	0	3
1	2	19	49	-2.0	-2.0	-2.0	0.0	0.0	-1.465	-1.169	-1.646	-0.125	-0.105	-2.283	-0.734	-0.613	0.136	0.861	-0.82	0.44	1.03	0.26	0.97	1.0	1	0	3
1	2	20	50	-2.0	-2.0	-2.0	0.0	0.0	-2.047	-1.781	-2.094	-0.201	-0.094	-1.148	-2.209	-1.874	-0.361	-0.978	0.9	-0.43	0.22	-0.16	-0.88	1.0	1	0	3
1	2	21	51	-2.0	-2.0	-2.0	0.0	0.0	-2.537	-1.871	-2.437	-0.045	-0.087	-3.032	-1.94	-2.337	0.099	-0.24	-0.5	-0.07	0.1	0.14	-0.15	1.0	1	0	3
1	2	22	52	-2.0	-2.0	-2.0	0.0	0.0	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	0.0	0.0	0.0	0.0	0.0	1.0	0	1	3
1	2	23	53	-2.0	-2.0	-2.0	0.0	0.0	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	0.0	0.0	0.0	0.0	0.0	1.0	0	1	3
1	2	24	54	-2.0	-2.0	-2.0	0.0	0.0	-2.988	-2.077	-3.073	-0.041	-0.044	-1.217	-1.833	-3.774	0.347	-0.225	1.77	0.24	-0.7	0.39	-0.18	1.0	1	0	3
1	2	25	55	-2.0	-2.0	-2.0	0.0	0.0	-3.427	-1.793	-3.985	-0.081	0.005	-4.147	-1.713	-3.616	-0.427	1.056	-0.72	0.08	0.37	-0.35	1.05	1.0	1	0	3
1	2	26	56	-2.0	-2.0	-2.0	0.0	0.0	-3.117	-2.34	-3.159	-0.145	0.024	-3.264	-2.847	-3.393	0.151	0.204	-0.15	-0.51	-0.23	0.3	0.18	1.0	1	0	3
1	2	27	57	-2.0	-2.0	-2.0	0.0	0.0	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	0.0	0.0	0.0	0.0	0.0	1.0	0	1	3
1	2	28	58	-2.0	-2.0	-2.0	0.0	0.0	-2.136	-1.859	-2.456	-0.116	-0.019	-1.849	-1.081	-2.496	0.002	-0.121	0.29	0.78	-0.04	0.12	-0.1	1.0	1	0	3
1	2	29	59	-2.0	-2.0	-2.0	0.0	0.0	-2.477	-1.739	-2.741	-0.173	-0.018	-2.503	-1.847	-2.292	-0.633	0.037	-0.03	-0.11	0.45	-0.46	0.05	1.0	1	0	3
1	2	30	60	-2.0	-2.0	-2.0	0.0	0.0	-2.527	-1.43	-2.963	-0.215	-0.092	-2.771	-1.474	-3.918	-0.49	-0.609	-0.24	-0.04	-0.96	-0.28	-0.52	1.0	1	0	3
1	3	1	61	0.0	-2.0	0.0	-2.0	-2.0	-0.199	-1.84	-1.43	-1.182	-1.332	-1.335	-1.754	-1.07	-0.642	-1.066	-1.14	0.09	0.36	0.54	0.27	1.0	1	0	3
1	3	2	62	0.0	-2.0	0.0	-2.0	-2.0	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	0.0	0.0	0.0	0.0	0.0	1.0	0	1	3
1	3	3	63	0.0	-2.0	0.0	-2.0	-2.0	-0.189	-1.027	-0.961	-1.157	-0.719	-0.716	-2.084	0.175	-1.39	-0.451	-0.53	-1.06	1.14	-0.23	0.27	1.0	1	0	3
1	3	4	64	0.0	-2.0	0.0	-2.0	-2.0	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	0.0	0.0	0.0	0.0	0.0	1.0	0	2	3
1	3	5	65	0.0	-2.0	0.0	-2.0	-2.0	-0.327	-1.631	-1.884	-1.295	-1.393	-0.557	-1.779	-1.172	-1.028	-1.188	-0.23	-0.15	0.71	0.27	0.21	1.0	1	0	3
1	3	6	66	0.0	-2.0	0.0	-2.0	-2.0	-0.39	-2.452	-1.556	-1.243	-1.537	-0.662	-1.816	-2.104	-1.43	-1.525	-0.27	0.64	-0.55	-0.19	0.01	1.0	1	0	3
1	3	7	67	0.0	-2.0	0.0	-2.0	-2.0	-0.421	-2.917	-2.155	-1.346	-1.751	-0.649	-2.424	-1.835	-1.433	-1.418	-0.23	0.49	0.32	-0.09	0.33	1.0	1	0	3
1	3	8	68	0.0	-2.0	0.0	-2.0	-2.0	-0.427	-3.054	-2.435	-1.389	-1.918	-0.273	-3.411	-3.539	-1.65	-0.817	0.15	-0.36	-1.1	-0.26	1.1	1.0	1	0	3
1	3	9	69	0.0	-2.0	0.0	-2.0	-2.0	-0.357	-1.959	-1.629	-1.427	-1.844	-0.345	-3.222	-2.362	-1.421	-1.453	0.01	-1.26	-0.73	0.01	0.39	1.0	1	0	3
1	3	10	70	0.0	-2.0	0.0	-2.0	-2.0	-0.458	-2.009	-1.526	-1.357	-2.001	-1.282	-2.211	-0.44	-1.062	-2.357	-0.82	-0.2	1.09	0.29	-0.36	1.0	1	0	3
1	3	11	71	0.0	-2.0	0.0	-2.0	-2.0	-0.481	-2.493	-1.608	-1.56	-2.428	-0.495	-2.637	-1.264	-1.829	-2.122	-0.01	-0.14	0.34	-0.27	0.31	1.0	1	0	3
1	3	12	72	0.0	-2.0	0.0	-2.0	-2.0	-0.452	-2.899	-1.986	-1.308	-1.718	-0.295	-2.851	-1.592	-1.422	-1.671	0.16	0.05	0.39	-0.11	0.05	1.0	1	0	3
1	3	13	73	0.0	-2.0	0.0	-2.0	-2.0	-0.473	-2.877	-1.441	-1.158	-1.784	-1.937	-3.039	-0.308	-1.177	-1.406	-1.46	-0.16	1.13	-0.02	0.38	1.0	1	0	3
1	3	14	74	0.0	-2.0	0.0	-2.0	-2.0	-0.538	-2.972	-1.367	-1.131	-1.806	0.269	-3.786	-1.054	-1.866	-1.273	0.81	-0.81	0.31	-0.74	0.53	1.0	1	0	3
1	3	15	75	0.0	-2.0	0.0	-2.0	-2.0	-0.494	-2.969	-1.058	-1.512	-2.371	-0.743	-2.872	-0.433	-0.382	-2.136	-0.25	0.1	0.62	1.13	0.23	1.0	1	0	3
1	3	16	76	0.0	-2.0	0.0	-2.0	-2.0	-0.489	-2.518	-1.963	-1.998	-1.128	-0.475	-3.013	-2.397	-3.007	-0.993	0.01	-0.5	-0.43	-1.01	0.13	1.0	1	0	3
1	3	17	77	0.0	-2.0	0.0	-2.0	-2.0	-0.46	-1.996	-0.959	-1.65	-1.852	-0.214	-1.812	-0.063	-0.736	-2.327	0.25	0.18	0.9	0.91	-0.47	1.0	1	0	3
1	3	18	78	0.0	-2.0	0.0	-2.0	-2.0	-0.357	-2.161	-1.212	-1.902	-1.004	-0.215	-2.768	-1.974	-2.525	-1.215	0.14	-0.61	-0.76	-0.62	-0.21	1.0	1	0	3
1	3	19	79	0.0	-2.0	0.0	-2.0	-2.0	-0.322	-1.649	-0.815	-2.048	-2.237	0.471	-1.408	-1.717	-1.27	-2.783	0.79	0.24	-0.9	0.78	-0.55	1.0	1	0	3
1	3	20	80	0.0	-2.0	0.0	-2.0	-2.0	-0.284	-2.264	-1.231	-2.059	-2.345	0.282	-0.843	-1.219	-2.343	-2.103	0.57	1.42	0.01	-0.28	0.24	1.0	1	0	3
1	3	21	81	0.0	-2.0	0.0	-2.0	-2.0	-0.041	-2.473	-1.022	-1.973	-2.188	0.764	-2.137	-0.935	-1.548	-1.797	0.8	0.34	0.09	0.43	0.39	1.0	1	0	3
1	3	22	82	0.0	-2.0	0.0	-2.0	-2.0	-0.233	-2.274	-1.094	-1.829	-1.885	-0.375	-2.386	-1.279	-1.125	-2.257	-0.14	-0.11	-0.18	0.7	-0.37	1.0	1	0	3
1	3	23	83	0.0	-2.0	0.0	-2.0	-2.0	-0.243	-2.186	-1.304	-2.177	-1.571	0.853	-2.509	-0.18	-2.884	-2.013	1.1	-0.32	1.12	-0.71	-0.44	1.0	1	0	3
1	3	24	84	0.0	-2.0	0.0	-2.0	-2.0	-0.228	-1.903	-1.324	-1.428	-0.717	-0.989	-2.44	-1.844	-1.716	-0.829	-0.76	-0.54	-0.52	-0.29	-0.11	1.0	1	0	3
1	3	25	85	0.0	-2.0	0.0	-2.0	-2.0	-0.276	-2.165	-1.265	-1.635	-0.631	0.148	-1.914	-0.816	-1.869	-0.874	0.42	0.25	0.45	-0.23	-0.24	1.0	1	0	3
1	3	26	86	0.0	-2.0	0.0	-2.0	-2.0	-0.235	-1.712	-1.002	-1.844	-1.1	-0.435	-0.756	-1.691	-1.757	-1.07	-0.2	0.96	-0.69	0.09	0.03	1.0	1	0	3
1	3	27	87	0.0	-2.0	0.0	-2.0	-2.0	-0.274	-1.878	-1.184	-2.082	-1.299	0.207	-2.188	-0.976	-1.295	-1.56	0.48	-0.31	0.21	0.79	-0.26	1.0	1	0	3
1	3	28	88	0.0	-2.0	0.0	-2.0	-2.0	-0.234	-2.174	-1.386	-2.027	-1.167	-0.19	-2.356	-1.281	-1.208	-1.402	0.04	-0.18	0.1	0.82	-0.23	1.0	1	0	3
1	3	29	89	0.0	-2.0	0.0	-2.0	-2.0	-0.231	-2.139	-1.226	-2.077	-1.103	-0.313	-1.759	-1.185	-1.855	-1.429	-0.08	0.38	0.04	0.22	-0.33	1.0	1	0	3
1	3	30	90	0.0	-2.0	0.0	-2.0	-2.0	-0.202	-1.466	-1.282	-1.517	-1.223	-0.657	-1.283	-1.586	-0.718	-2.043	-0.46	0.18	-0.3	0.8	-0.82	1.0	1	0	3
1	4	1	91	-2.0	-2.0	0.0	0.0	-2.0	-4.438	-4.875	-0.673	-0.922	-2.86	-4.836	-3.932	-0.427	-1.132	-3.316	-0.4	0.94	0.25	-0.21	-0.46	1.0	1	0	3
1	4	2	92	-2.0	-2.0	0.0	0.0	-2.0	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	0.0	0.0	0.0	0.0	0.0	1.0	0	1	3
1	4	3	93	-2.0	-2.0	0.0	0.0	-2.0	-1.62	-0.685	-0.006	-0.874	-1.92	-1.871	-1.497	0.755	-1.0	-2.234	-0.25	-0.81	0.76	-0.13	-0.31	1.0	1	0	3
1	4	4	94	-2.0	-2.0	0.0	0.0	-2.0	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	0.0	0.0	0.0	0.0	0.0	1.0	0	1	3
1	4	5	95	-2.0	-2.0	0.0	0.0	-2.0	-2.138	-1.132	-0.258	-0.399	-2.229	-2.027	-1.232	-0.142	-0.533	-2.012	0.11	-0.1	0.12	-0.13	0.22	1.0	1	0	3
1	4	6	96	-2.0	-2.0	0.0	0.0	-2.0	-2.624	-1.738	-0.059	-0.239	-2.731	-2.622	-1.77	-0.244	-0.125	-2.985	0.0	-0.03	-0.18	0.11	-0.25	1.0	1	0	3
1	4	7	97	-2.0	-2.0	0.0	0.0	-2.0	-2.027	-2.119	-0.007	-0.095	-1.604	-1.984	-2.111	-0.102	0.103	-1.908	0.04	0.01	-0.09	0.2	-0.3	1.0	1	0	3
1	4	8	98	-2.0	-2.0	0.0	0.0	-2.0	-1.702	-0.672	-0.027	-1.01	-1.844	-0.276	-0.891	-0.62	-0.522	-2.022	1.43	-0.22	-0.59	0.49	-0.18	1.0	1	0	3
1	4	9	99	-2.0	-2.0	0.0	0.0	-2.0	-1.533	-1.864	-0.135	-0.398	-1.578	-2.253	-2.138	0.048	-0.269	-1.875	-0.72	-0.27	0.18	0.13	-0.3	1.0	1	0	3
1	4	10	100	-2.0	-2.0	0.0	0.0	-2.0	-1.837	-1.601	-0.011	-0.373	-3.146	-2.036	-0.23	-0.34	-0.482	-2.44	-0.2	1.37	-0.33	-0.11	0.71	1.0	1	0	3
1	4	11	101	-2.0	-2.0	0.0	0.0	-2.0	-1.986	-3.519	-0.046	-0.09	-1.889	-2.418	-2.811	0.466	-0.029	-2.053	-0.43	0.71	0.51	0.06	-0.16	1.0	1	0	3
1	4	12	102	-2.0	-2.0	0.0	0.0	-2.0	-2.771	-1.719	-0.091	-0.193	-2.441	-2.827	-2.186	0.288	0.247	-3.162	-0.06	-0.47	0.38	0.44	-0.72	1.0	1	0	3
1	4	13	103	-2.0	-2.0	0.0	0.0	-2.0	-3.056	-2.289	-0.032	-0.235	-1.845	-2.486	-1.991	-0.228	0.041	-2.34	0.57	0.3	-0.2	0.28	-0.49	1.0	1	0	3
1	4	14	104	-2.0	-2.0	0.0	0.0	-2.0	-2.623	-1.35	-0.142	-0.218	-2.157	-2.301	-0.599	-0.771	-0.407	-2.248	0.32	0.75	-0.63	-0.19	-0.09	1.0	1	0	3
1	4	15	105	-2.0	-2.0	0.0	0.0	-2.0	-1.967	-1.709	0.002	-0.191	-2.358	-2.868	-1.527	-0.11	-0.533	-1.96	-0.9	0.18	-0.11	-0.34	0.4	1.0	1	0	3
1	4	16	106	-2.0	-2.0	0.0	0.0	-2.0	-2.007	-1.878	-0.019	-0.195	-1.884	-1.548	-1.31	0.074	0.96	-1.265	0.46	0.57	0.09	1.16	0.62	1.0	1	0	3
1	4	17	107	-2.0	-2.0	0.0	0.0	-2.0	-2.757	-1.649	-0.24	-0.27	-1.716	-3.089	-1.281	0.327	0.375	-1.613	-0.33	0.37	0.57	0.64	0.1	1.0	1	0	3
1	4	18	108	-2.0	-2.0	0.0	0.0	-2.0	-2.312	-2.049	-0.107	-0.212	-1.496	-1.388	-1.943	0.22	0.291	-1.338	0.92	0.11	0.33	0.5	0.16	1.0	1	0	3
1	4	19	109	-2.0	-2.0	0.0	0.0	-2.0	-2.112	-2.285	-0.019	-0.217	-1.885	-1.919	-3.188	0.015	-0.146	-1.627	0.19	-0.9	0.03	0.07	0.26	1.0	1	0	3
1	4	20	110	-2.0	-2.0	0.0	0.0	-2.0	-2.037	-2.364	-0.064	-0.122	-1.272	-2.287	-2.425	-0.13	-0.278	-1.197	-0.25	-0.06	-0.07	-0.16	0.07	1.0	1	0	3
1	4	21	111	-2.0	-2.0	0.0	0.0	-2.0	-1.438	-2.095	-0.091	-0.069	-0.876	-1.818	-2.244	-0.896	-0.36	-1.042	-0.38	-0.15	-0.8	-0.29	-0.17	1.0	1	0	3
1	4	22	112	-2.0	-2.0	0.0	0.0	-2.0	-1.717	-2.154	-0.038	-0.088	-1.23	-1.506	-2.635	0.616	1.131	-1.595	0.21	-0.48	0.65	1.22	-0.36	1.0	1	0	3
1	4	23	113	-2.0	-2.0	0.0	0.0	-2.0	-1.933	-2.084	-0.001	0.004	-1.322	-2.025	-1.827	0.308	-0.067	-0.921	-0.09	0.26	0.31	-0.07	0.4	1.0	1	0	3
1	4	24	114	-2.0	-2.0	0.0	0.0	-2.0	-2.629	-1.446	-0.005	-0.332	-2.811	-3.335	-1.004	-0.577	-0.061	-3.71	-0.71	0.44	-0.57	0.27	-0.9	1.0	1	0	3
1	4	25	115	-2.0	-2.0	0.0	0.0	-2.0	-1.658	-1.348	0.001	-0.113	-1.494	-1.612	-1.277	0.701	-1.154	-1.14	0.05	0.07	0.7	-1.04	0.35	1.0	1	0	3
